label,data1,data2,data3,data4,data5,data6,data7,data8,data9,data10,data11,data12,data13,data14,data15,data16,data17,data18,data19,data20,data21,data22,data23,data24,data25,data26,data27,data28,data29,data30,data31,data32,data33,data34,data35,data36,data37,data38,data39,data40,data41,data42,data43,data44,data45,data46,data47,data48,data49,data50,data51,data52,data53,data54,data55,data56,data57,data58,data59,data60,data61,data62,data63,data64,data65,data66,data67,data68,data69,data70,data71,data72,data73,data74,data75,data76,data77,data78,data79,data80,data81,data82,data83,data84,data85,data86,data87,data88,data89,data90,data91,data92,data93,data94,data95,data96,data97,data98,data99,data100
0,369.4544634033779,218.26526252153755,148.40742257124242,200.61467245958363,329.46118737499626,460.1748597078826,563.6176734524787,682.5950560318809,883.4241534265369,1170.8180567263296,1440.3722017560376,1520.1071738896894,1284.7232639205288,763.931140695183,159.0843548973046,-259.0886103503058,-313.4780573769491,-35.872958053618056,349.1493810670514,568.5367266294886,480.1738423843819,165.6484560876791,-129.48823357223995,-169.6374132974232,101.6905068788123,515.9840739581526,792.2979541108605,733.6822290545587,372.718385366236,-36.40754844527695,-178.35587182050563,115.45679633680284,749.7887988795761,1417.246837846464,1784.1670845212457,1688.476286147141,1223.0531367858193,657.9204405260166,261.90686485130686,145.88254457361563,226.1053642767083,318.2723111642913,284.3187482008929,125.59476229619278,-36.65313367235831,-67.79660946287048,72.25929302779033,299.42523244116194,470.55121528886855,488.9202205158431,369.45446340337804,218.26526252153755,148.40742257124236,200.6146724595836,329.46118737499626,460.1748597078827,563.6176734524787,682.595056031881,883.4241534265371,1170.8180567263294,1440.3722017560376,1520.1071738896896,1284.7232639205288,763.931140695183,159.0843548973045,-259.0886103503058,-313.47805737694915,-35.872958053618056,349.1493810670514,568.5367266294886,480.1738423843819,165.6484560876792,-129.48823357223998,-169.63741329742342,101.69050687881213,515.9840739581523,792.2979541108604,733.6822290545585,372.718385366236,-36.407548445276916,-178.3558718205057,115.4567963368027,749.7887988795759,1417.246837846464,1784.167084521245,1688.4762861471413,1223.0531367858196,657.9204405260166,261.9068648513069,145.88254457361577,226.10536427670806,318.2723111642911,284.31874820089297,125.59476229619308,-36.65313367235838,-67.7966094628704,72.25929302779019,299.42523244116194,470.55121528886855,488.92022051584325
0,580.9326798167205,848.6598295177573,694.8830463668063,347.4458473496982,271.251459915387,771.9202223370148,1702.306129374247,2518.350222364455,2661.2744362567873,1980.96511764325,870.2634354261099,-5.129276203357095,-184.10224576943097,267.3521372128624,835.5550132633908,977.34775360002,550.0885805236101,-83.1206333180454,-354.8769195588143,37.018893409517766,864.9503455554217,1525.8307304673106,1499.6870594623285,756.8634511656451,-205.126494394689,-727.7313845039279,-480.75129896204453,299.39535512195147,1001.1348390759968,1105.6245095691584,568.6475963295911,-171.85080894900923,-555.8951451246933,-339.46099577803295,231.39185355846058,637.5619292413766,514.6525164731897,-48.82954147262128,-574.4437165650686,-563.875243439108,114.4507643345392,1118.4727280098684,1879.513132645668,2006.4279614594193,1540.122865250209,879.9605395010616,460.51093762199935,439.3692915328184,629.1145543476383,702.767555437217,489.94303689195596,124.19342383261763,-65.78864879455134,177.6890445305145,832.3620647298693,1601.302101985924,2116.1923993122446,2175.5208339073383,1844.3680491437092,1363.4634524031799,961.2530783508745,719.3371294817828,576.5694493919265,437.10894003204623,274.4444084489088,147.96587395111084,136.20231058561282,259.7087551390715,462.0294675542642,654.5205586495881,773.9607026306572,801.3643247821709,739.015364300971,587.1066483464613,355.9841104197936,101.65049514498155,-66.8650290240471,-43.434033335165445,184.22845196291775,488.122844329088,659.6372392543557,552.6155967361304,204.7765500366648,-169.70419295884926,-329.7187512560218,-191.81995040753282,100.76624653519237,293.99984698449555,242.46267054800984,53.62642180096235,23.461121409774716,394.00632232472867,1118.8414374843105,1836.671158640235,2101.2334700646916,1709.3424191499712,874.3972075599964,96.53990307570152,-187.7918327654402,85.26589019714648
0,254.03354754206674,187.4010663455962,141.7084695912549,119.82679117873406,123.13093743787613,151.41329670741922,202.89678433921668,274.34650346234,361.2730054505975,458.21437849075573,559.0794395892707,657.5304660015769,747.3814176606417,822.986628825041,879.5955460207996,913.6512227874732,923.0138157057947,907.0950386294971,866.8951268674516,804.9399887206004,725.12249337377,632.4578676078154,532.7685706562662,432.31844767817586,337.41914932996843,254.0335475420667,187.40106634559623,141.70846959125498,119.82679117873406,123.13093743787606,151.41329670741922,202.89678433921682,274.3465034623399,361.27300545059757,458.2143784907556,559.0794395892707,657.5304660015769,747.3814176606417,822.986628825041,879.5955460207994,913.6512227874732,923.0138157057947,907.0950386294973,866.8951268674515,804.9399887206004,725.1224933737701,632.4578676078156,532.7685706562662,432.318447678176,337.4191493299684,254.03354754206666,187.4010663455962,141.70846959125484,119.82679117873404,123.13093743787597,151.41329670741925,202.89678433921668,274.34650346234,361.2730054505974,458.21437849075573,559.0794395892707,657.530466001577,747.3814176606417,822.9866288250412,879.5955460207994,913.6512227874734,923.0138157057947,907.0950386294973,866.8951268674515,804.9399887206004,725.1224933737701,632.4578676078154,532.7685706562662,432.31844767817597,337.41914932996826,254.0335475420667,187.4010663455962,141.70846959125498,119.82679117873396,123.13093743787613,151.41329670741928,202.8967843392168,274.34650346233997,361.27300545059757,458.21437849075573,559.0794395892707,657.5304660015769,747.3814176606417,822.9866288250408,879.5955460207994,913.6512227874734,923.0138157057945,907.0950386294973,866.8951268674515,804.9399887206006,725.12249337377,632.4578676078156,532.7685706562662,432.318447678176,337.4191493299685
0,1762.0917822753877,1574.606014657594,891.3336586141944,54.166761669438365,-484.9711712432554,-481.7798388438555,-68.3829949315387,364.66621377429243,486.588021567924,293.5541147094915,106.17688348260141,290.7860322875451,924.4067665889831,1679.9594248006185,2041.5736123909778,1696.1470834463244,796.3088353758941,-121.74351879252379,-516.6818652596854,-232.25250248930007,402.0334137415027,839.8240297507941,747.966874649231,261.01502162914716,-139.93388026899964,-27.8017728966735,609.5858812953136,1338.7874472805925,1610.7848494457744,1195.2770509056238,376.0641024367742,-251.47577378699432,-228.4745320056189,419.67699230588727,1204.887622961554,1549.0651924092429,1218.034785226053,482.9350412650392,-108.28607149840137,-162.2186731465634,266.18941627921936,742.3990472682074,819.673893126568,408.0327753539136,-147.82738829522023,-340.26392091153684,96.82229904025368,968.2097194682079,1750.7361389631808,1971.9897953947138,1541.2805858444178,786.6273143033015,185.8203366674788,12.764810151428737,171.871237666632,331.7866747491421,231.17939305650958,-96.74359221692386,-355.39412486966046,-234.84545603843952,326.9880799135714,1078.7647326418373,1629.9200885356986,1721.3613763186281,1384.7312034810905,882.5805698533268,496.746447387846,339.66628719869243,325.300281177899,296.1470682586309,181.22221731053244,51.84532939650191,42.453552702515665,219.61307011113763,516.9085286408877,785.7647406963239,909.1482692833617,877.3776412893764,768.8027030081897,666.877480157693,596.8752988677443,536.502926567298,477.0387899410966,461.0789438238968,548.0452140516666,735.4986788162454,918.4723972380048,944.3448472562552,733.6960749391828,366.1808976013676,45.37821984824936,-45.57965308608485,114.16057117985264,366.63082383590387,509.0150206146671,473.3025926814606,396.384687028302,506.7999134769918,908.7539925255965,1443.5902246467822
0,1671.753267501651,1321.0043863530193,585.2262983110157,-108.78055106560016,-346.1486893030058,-22.350756907438882,586.7097460734043,1047.473603573067,1114.526390909049,922.7038781041541,863.7611172371263,1238.7683133218961,1966.79398824331,2597.904582343948,2640.6733953407056,1956.6464199118166,905.9159165925931,112.56704382217914,16.884779227347643,556.6961575615128,1228.1984539692646,1483.1277628563887,1153.6087391739213,570.8794341898678,283.75229089251707,600.3354700943788,1319.9744426510583,1874.7470872853926,1775.1066846156154,1009.1435464216775,75.6879431440006,-383.2315397937477,-69.13621885345256,745.0305733732556,1423.7655756210331,1452.2867214362016,819.3702608380711,6.501221829612041,-399.9491876454987,-163.6723190549732,435.81477959804005,849.3415172204483,712.7902388615361,146.04820143416742,-339.660150750649,-249.79237810029775,493.8303655687229,1474.9262673568044,2084.273589316764,1963.7113734394527,1251.672678065959,452.44222477071526,46.18613727382296,149.5674074659929,481.5008180727642,638.6619157951014,444.2362315709968,89.15362251161189,-36.80874517899166,323.5559893927261,1070.8121927684083,1806.3715801343644,2118.1336209078577,1866.6445386988635,1256.7666140575602,658.2265778383548,332.34792115440433,279.0370630848493,303.68657169579836,222.03923897209768,21.75640841546585,-145.5084971198948,-116.21849731158669,130.61142294074722,447.71405222062214,635.2078928058635,591.3792637246493,372.6371818029542,124.45945450731459,-42.868049188187285,-121.88905494394996,-170.42383117171602,-221.35941297304046,-237.36154185700929,-157.85141849312083,10.35879717074262,157.06267468470165,139.35035647720827,-91.51688742036087,-421.5327032480163,-638.9677857559653,-593.2919165714734,-317.4248936333841,-1.9440675242323777,168.08751234157413,179.01933995527747,207.7731771413985,462.2065522563211,967.9373499729618,1488.8228875995555
0,645.79,645.79,645.79,645.79,645.79,645.79,645.79,645.79,645.79,645.79,645.79,645.79,645.79,645.79,645.79,645.79,645.79,645.79,645.79,645.79,645.79,645.79,645.79,645.79,645.79,645.79,645.79,645.79,645.79,645.79,645.79,645.79,645.79,645.79,645.79,645.79,645.79,645.79,645.79,645.79,645.79,645.79,645.79,645.79,645.79,645.79,645.79,645.79,645.79,645.79,645.79,645.79,645.79,645.79,645.79,645.79,645.79,645.79,645.79,645.79,645.79,645.79,645.79,645.79,645.79,645.79,645.79,645.79,645.79,645.79,645.79,645.79,645.79,645.79,645.79,645.79,645.79,645.79,645.79,645.79,645.79,645.79,645.79,645.79,645.79,645.79,645.79,645.79,645.79,645.79,645.79,645.79,645.79,645.79,645.79,645.79,645.79,645.79,645.79,645.79
1,1214.6121270831566,1177.6950414295297,765.2616496659352,275.01386740261887,94.81443318298464,394.7501014951742,971.2981895986054,1383.3890103049705,1291.1976918132752,736.367495431845,132.59554253220588,-43.726736282983694,369.23608416216825,1073.398171979273,1525.776397738182,1358.913006328086,679.833050021131,3.9574073993177445,-137.60495314644845,383.00965972944374,1176.9156241671851,1629.8454469309936,1379.381183464369,605.7725087339606,-97.63811501288961,-181.3562820527999,429.3026787528025,1268.5335119545227,1686.7699026528453,1355.5174275164297,526.3453716166086,-160.9054943318794,-173.89884786088126,498.16245934413746,1335.5732437735935,1691.6686124374373,1294.2490161006517,454.48875421737375,-177.6619420347373,-118.58825843759624,577.511520560131,1367.2942547121431,1644.0724301565933,1205.7648019890357,402.56960106511775,-143.65977913682843,-22.8477267486617,654.4139781560889,1356.0112613215035,1547.969975712304,1102.4517551645827,381.09001651392356,-59.04334951043362,102.5902485045674,716.4233116890088,1297.9187833530348,1411.4277741495473,997.6236862404235,397.5737706003984,71.61489552699204,244.7559144507796,752.8782886326225,1193.5410833385372,1245.8217908773247,904.1675192321578,455.74432447022565,239.703465470189,389.7227314638647,756.0189680664283,1047.7622596342967,1064.7552522486112,833.2404220153877,555.0761842880001,433.34888983590906,523.9707634931344,721.8123998050607,869.4322633037444,882.7681878899757,793.1459814399685,690.764827611577,638.5057435351824,635.6995305837269,650.4061513154876,670.5860782421888,713.9643652675695,788.4999305795769,854.1194315497097,840.2540782819208,715.9619791781396,546.1643414672568,465.35114864155724,570.689229796537,819.7674309802243,1033.341183090984,1024.178479571142,759.5089027210323,417.2818578022805,268.6486540915419,462.38734010862663,883.217375807451
1,1695.2043302174982,1124.5449895249035,375.4442455172281,-146.15647867342108,-189.34892407238047,177.6787123918845,631.0643701614151,834.2267231497951,683.0343907645686,375.25080138120774,254.7486074358676,545.2002016151642,1168.7397062416171,1783.782430684708,2017.1955955020255,1724.642410614913,1091.7477955559855,503.2168353801851,274.29185952624607,437.81817963082324,739.1281853534314,839.8269745773327,580.0196067711353,106.46029827952785,-228.01769041761372,-121.68433021749807,448.9750104750965,1198.075754482772,1719.6764786734211,1762.8689240723804,1395.8412876081156,942.4556298385849,739.2932768502048,890.4856092354316,1198.2691986187924,1318.7713925641326,1028.3197983848358,404.7802937583829,-210.2624306847075,-443.6755955020254,-151.12241061491267,481.7722044440148,1070.3031646198149,1299.2281404737541,1135.7018203691769,834.3918146465684,733.6930254226672,993.5003932288647,1467.059701720472,1801.5376904176142,1695.2043302174982,1124.5449895249035,375.4442455172281,-146.15647867342113,-189.3489240723804,177.67871239188415,631.0643701614151,834.2267231497951,683.0343907645686,375.25080138120785,254.74860743586746,545.2002016151642,1168.7397062416171,1783.782430684708,2017.1955955020255,1724.6424106149125,1091.7477955559855,503.21683538018516,274.29185952624596,437.8181796308233,739.1281853534314,839.8269745773326,580.0196067711352,106.46029827952769,-228.01769041761386,-121.68433021749831,448.9750104750965,1198.075754482772,1719.6764786734211,1762.8689240723809,1395.8412876081156,942.4556298385849,739.2932768502048,890.4856092354315,1198.269198618792,1318.7713925641324,1028.3197983848358,404.780293758383,-210.26243068470765,-443.6755955020254,-151.12241061491252,481.7722044440147,1070.3031646198149,1299.228140473754,1135.7018203691766,834.3918146465688,733.6930254226675,993.5003932288647,1467.059701720472,1801.5376904176137
1,1909.1485784920244,1372.581636017217,547.9095525578924,-105.33875712826587,-251.66021283158145,96.54164967351797,604.5953413535715,869.7899683734103,718.2184437431605,328.30243124089947,91.78759254502351,314.36008545169824,975.1328757789113,1722.0575394132059,2109.3603436007475,1907.3326902533981,1261.721632996225,588.1469627130606,278.09365818173393,428.64337375794895,790.0181688898684,966.4552528808813,721.9745027496676,166.67331963995466,-313.6743257703175,-334.98857849202454,201.57836398278283,1026.2504474421078,1679.4987571282657,1825.8202128315813,1477.6183503264817,969.5646586464287,704.3700316265896,855.9415562568396,1245.8575687591006,1482.3724074549764,1259.7999145483018,599.0271242210887,-147.8975394132056,-535.2003436007475,-333.1726902533982,312.43836700377506,986.0130372869394,1296.0663418182662,1145.516626242051,784.1418311101318,607.7047471191188,852.1854972503326,1407.4866803600453,1887.8343257703175,1909.1485784920244,1372.581636017217,547.9095525578922,-105.33875712826601,-251.6602128315814,96.54164967351794,604.5953413535714,869.7899683734104,718.2184437431607,328.30243124089964,91.78759254502351,314.3600854516981,975.1328757789113,1722.0575394132059,2109.3603436007475,1907.3326902533984,1261.721632996225,588.1469627130608,278.09365818173416,428.6433737579492,790.0181688898683,966.4552528808812,721.9745027496673,166.67331963995457,-313.67432577031747,-334.9885784920244,201.57836398278297,1026.2504474421078,1679.4987571282659,1825.8202128315816,1477.6183503264817,969.5646586464285,704.3700316265896,855.9415562568396,1245.8575687591003,1482.3724074549764,1259.799914548302,599.0271242210888,-147.89753941320566,-535.2003436007473,-333.1726902533982,312.438367003775,986.0130372869394,1296.0663418182662,1145.516626242051,784.1418311101319,607.7047471191189,852.1854972503324,1407.4866803600453,1887.8343257703173
1,1144.6568698330814,620.3385105543098,140.34961462330975,-75.97894178401832,-27.95892321038591,105.26180770040992,134.75875971005837,30.151679744076393,-43.92806769827046,145.91366834513707,704.8366561529682,1490.1916460016207,2165.184855828064,2397.7237046850196,2070.365796366157,1356.1441524939326,607.5469680341421,136.1068380331699,34.740722596691704,161.09889489109082,282.9651734170315,271.2952440064701,196.00901991944488,255.29349085329048,594.8678833370398,1157.1125520230771,1679.828442627588,1854.9715542883555,1538.6257850915124,861.8794111585239,159.41879560982633,-239.0092279516485,-211.75578830097695,95.68400722516202,392.1858494794341,452.2750665051953,265.465558607578,20.47895223507432,-56.97006043359652,112.19376334873138,394.0725049870926,543.1338273892479,396.16229793015856,13.22773902054658,-343.51060597224495,-384.8435787226149,-1.6497289793664458,644.2409756993244,1213.4816204436627,1404.864262256517,1144.6568698330814,620.3385105543098,140.34961462330944,-75.97894178401828,-27.958923210385837,105.26180770040999,134.7587597100585,30.15167974407654,-43.92806769827046,145.91366834513698,704.8366561529683,1490.1916460016207,2165.184855828064,2397.7237046850196,2070.365796366157,1356.1441524939326,607.5469680341422,136.10683803316982,34.74072259669163,161.09889489109082,282.96517341703156,271.29524400647,196.009019919445,255.29349085329062,594.8678833370398,1157.1125520230771,1679.8284426275877,1854.9715542883555,1538.625785091513,861.879411158524,159.41879560982633,-239.00922795164843,-211.75578830097726,95.6840072251618,392.1858494794339,452.2750665051953,265.46555860757826,20.47895223507425,-56.97006043359652,112.19376334873138,394.0725049870926,543.133827389248,396.16229793015873,13.227739020546169,-343.51060597224495,-384.8435787226149,-1.649728979366264,644.2409756993243,1213.4816204436627,1404.864262256517
1,1778.0464030160606,1171.5121749560756,358.72998529958977,-191.5646425948068,-194.19930162753764,261.6353367024443,789.8572107274049,995.2604517455447,761.8082155201181,332.1546795170663,121.3798649068232,401.45502121821715,1087.2910265261064,1781.8670711574862,2050.0422188266793,1724.4735798982856,1023.1557398684438,393.8825368615753,198.06316973334543,461.9753495388133,873.962648677846,1027.325754421556,730.4019767814239,156.84895669078446,-274.43288814326195,-203.48640301606065,403.04782504392415,1215.8300147004102,1766.1246425948068,1768.759301627538,1312.9246632975555,784.7027892725949,579.2995482544554,812.751784479882,1242.4053204829338,1453.180135093177,1173.1049787817826,487.2689734738937,-207.30707115748578,-475.4822188266792,-149.91357989828563,551.4042601315563,1180.6774631384246,1376.4968302666546,1112.5846504611866,700.5973513221538,547.2342455784441,844.158023218576,1417.7110433092155,1848.9928881432622,1778.0464030160606,1171.5121749560756,358.72998529958977,-191.5646425948071,-194.19930162753784,261.63533670244425,789.8572107274049,995.2604517455447,761.808215520118,332.15467951706654,121.37986490682317,401.4550212182172,1087.2910265261064,1781.8670711574857,2050.0422188266793,1724.4735798982856,1023.1557398684439,393.8825368615752,198.06316973334543,461.9753495388133,873.962648677846,1027.325754421556,730.4019767814241,156.8489566907843,-274.43288814326206,-203.48640301606073,403.0478250439244,1215.8300147004104,1766.1246425948068,1768.759301627538,1312.9246632975558,784.7027892725949,579.2995482544554,812.7517844798817,1242.4053204829336,1453.180135093177,1173.1049787817828,487.26897347389365,-207.30707115748578,-475.4822188266796,-149.91357989828555,551.404260131556,1180.6774631384246,1376.4968302666548,1112.5846504611868,700.597351322154,547.2342455784443,844.158023218576,1417.7110433092155,1848.9928881432618
1,1286.700500791062,424.42279847774773,-172.00083575727797,-198.22057911430923,258.5855018927816,797.8430643445354,1005.7946399029921,758.7267786952763,308.8773728187545,91.26151347745356,392.93795535907105,1126.6945159631673,1875.814485952303,2180.056451959971,1857.744368516821,1132.0405113770953,470.60244189708493,254.68870000021357,516.5062300799061,933.3219119738663,1080.1551195714974,755.1897673591619,139.51182850046504,-326.5422699470012,-261.8364449582826,373.1194992089381,1235.3972015222523,1831.820835757278,1858.040579114309,1401.2344981072183,861.9769356554648,654.025360097008,901.0932213047237,1350.9426271812456,1568.5584865225467,1266.8820446409288,533.1254840368327,-215.9944859523028,-520.2364519599709,-197.92436851682083,527.7794886229049,1189.2175581029148,1405.1312999997865,1143.313769920094,726.4980880261335,579.6648804285027,904.6302326408378,1520.3081714995349,1986.3622699470013,1921.6564449582825,1286.700500791062,424.42279847774773,-172.00083575727808,-198.22057911430895,258.58550189278156,797.8430643445353,1005.7946399029921,758.7267786952763,308.8773728187548,91.26151347745348,392.937955359071,1126.6945159631673,1875.814485952303,2180.0564519599716,1857.744368516821,1132.040511377095,470.60244189708493,254.68870000021352,516.5062300799062,933.3219119738666,1080.1551195714976,755.1897673591619,139.51182850046501,-326.5422699470012,-261.83644495828264,373.11949920893795,1235.3972015222523,1831.820835757278,1858.040579114309,1401.2344981072185,861.9769356554647,654.0253600970079,901.0932213047236,1350.9426271812451,1568.5584865225467,1266.8820446409288,533.125484036833,-215.99448595230294,-520.2364519599711,-197.92436851682055,527.7794886229049,1189.2175581029148,1405.1312999997865,1143.3137699200936,726.4980880261335,579.6648804285028,904.6302326408379,1520.308171499535,1986.3622699470009,1921.6564449582825
